customer_id,full_name,email,phone,state,created_at
CUST_00135,Felicia Krueger,lewisjames@example.net,73936385,SA,2025-08-16T21:18:11.336867
CUST_00136,Joseph Howard,michael77@example.org,+61735560932,WA,2023-05-07T22:00:45.562364
CUST_00137,Lauren Cortez,elijah53@example.com,0437.854.777,QLD,2023-10-21T11:32:43.690718
CUST_00138,Caroline Cortez,iwhite@example.net,8010-0623,VIC,2023-07-03T14:50:24.706338
CUST_00139,Daniel Bryant,williamsonelizabeth@example.net,+61800886008,VIC,2025-06-19T11:06:25.183013
CUST_00140,Donna Shaw,ldrake@example.org,82339845,SA,2024-02-07T01:21:42.187817
CUST_00141,Jake Sullivan,veronicaperez@example.net,0166.6870,WA,2025-03-17T20:09:13.527145
CUST_00142,Angela Bruce,ariel18@example.org,0397401489,NSW,2025-04-10T05:53:31.763546
CUST_00143,Samuel Smith,brendagoodwin@example.net,+61 2 4293 9685,NSW,2024-06-13T17:32:52.742604
CUST_00144,Rachel Norris,masonterri@example.org,63159996,NSW,2026-03-16T19:21:09.034251
CUST_00145,Mark Bowers,whenry@example.net,+61 8 2961 9431,VIC,2023-07-19T00:50:35.905979
CUST_00146,Michael Walters,gstewart@example.org,4754 1212,ACT,2024-08-04T09:01:15.268565
CUST_00147,Kayla Garcia,gomezchristopher@example.net,(08).0466.1839,VIC,2024-11-11T03:03:16.719492
CUST_00148,Caroline Adams,trevor12@example.com,(08) 4715 4379,ACT,2025-02-23T20:07:30.808372
CUST_00149,Chad Smith,ncook@example.com,(08).5692.4593,WA,2024-09-26T00:04:49.503097
CUST_00150,James Flores,yfaulkner@example.org,(08).4651.9398,SA,2023-11-03T07:03:11.868729
CUST_00151,Alyssa Acosta,samuelcarter@example.net,6724.3426,NSW,2025-08-31T17:58:07.234375
CUST_00152,William Mendoza,sferguson@example.com,0405-891-135,WA,2023-10-19T09:42:29.875377
CUST_00153,Kristine Newman,vrasmussen@example.com,01438889,WA,2025-05-12T15:06:35.055849
CUST_00154,James Ford,michaeljohnson@example.org,(08)-1125-4573,SA,2024-11-11T03:19:31.727757
CUST_00155,Brent Bowen,tflores@example.org,05123828,WA,2023-10-12T14:35:33.440130
CUST_00156,Tina Hall,lsoto@example.net,+61.466.093.796,SA,2024-06-19T04:45:34.223236
CUST_00157,Christine Goodwin,raylauren@example.net,07-5371-4785,QLD,2025-02-02T06:07:27.668655
CUST_00158,Laurie Bailey,rwilliamson@example.net,(02)-2513-4125,SA,2025-05-18T22:54:02.001941
CUST_00159,Jennifer Taylor,fhenderson@example.net,0428-274-225,NSW,2025-10-28T17:18:42.240554
CUST_00160,Sharon Crane,ytaylor@example.net,0476 767 721,ACT,2024-12-29T15:50:33.714056
CUST_00161,Connie Johnson,amandajackson@example.com,0478.819.148,ACT,2025-10-08T05:29:28.294143
CUST_00162,Rodney Williams,bpayne@example.org,+61-434-074-517,NSW,2025-11-23T06:10:27.306372
CUST_00163,Robert Clark,michelle96@example.org,+61 423 309 584,ACT,2025-02-02T03:08:56.400327
CUST_00164,William Carter,stephanie81@example.org,+61-2-4223-2536,SA,2024-10-07T10:51:33.184707
CUST_00165,Debra Perry,yjones@example.org,+61 7 5775 9017,QLD,2025-03-15T17:59:27.950145
CUST_00166,Sarah Flynn,brobinson@example.org,+61754589297,ACT,2025-08-30T21:38:17.052482
CUST_00167,Pamela Williams,ksmith@example.com,+61.2.6324.2415,QLD,2024-01-19T12:00:24.941074
CUST_00168,Steven Martin,ugarrett@example.net,0811037129,NSW,2023-12-23T23:39:24.473351
CUST_00169,Alexandra Dominguez,mcneilrobert@example.org,+61236111554,QLD,2023-09-17T09:35:19.489719
CUST_00170,Nicole Anderson,caseyelliott@example.net,+61-427-532-697,WA,2025-11-17T10:03:51.489782
CUST_00171,Brian Goodwin,bbell@example.com,03 4138 9994,VIC,2025-08-20T16:10:48.600043
CUST_00172,Sarah Barrett,jamie98@example.org,+61 7 0376 1379,WA,2023-07-06T22:53:25.406678
CUST_00173,Alexandria Ward,david96@example.com,0427-109-104,NSW,2023-12-12T12:54:21.196500
CUST_00174,Tiffany Sanders,courtney86@example.com,+61 2 8892 4141,ACT,2024-10-31T09:20:48.069305
CUST_00175,Robert Herrera,wwillis@example.net,+61.414.630.316,ACT,2023-08-25T05:35:42.044845
CUST_00176,Amy Wade,davidzimmerman@example.net,2758 8425,QLD,2023-09-06T05:23:31.316786
CUST_00177,Debra Tanner,rogersruben@example.net,4917.7850,SA,2024-10-18T13:48:33.304709
CUST_00178,Holly Scott,shannonemily@example.org,0200307562,VIC,2023-11-02T05:38:34.397797
CUST_00179,Amanda Pratt,pwalker@example.com,(07).1951.8023,SA,2025-09-17T11:17:48.042782
CUST_00180,Dr. Andrea Marshall,kiara45@example.org,0470-534-949,NSW,2024-01-10T22:44:59.796949
CUST_00181,Wesley Cuevas,jessicapayne@example.org,02 6038 5050,ACT,2025-07-29T17:10:17.577508
CUST_00182,Oscar Parker,alyssaallen@example.com,2410-3865,QLD,2024-09-03T11:37:41.876654
CUST_00183,Lauren Wagner,kjones@example.org,+61-3-3445-6557,ACT,2024-02-12T03:08:51.049086
CUST_00184,Dale Chan,moorefrank@example.com,(08).1853.7474,SA,2025-11-09T05:21:08.939249
CUST_00185,Robert Torres,lewismelissa@example.org,3568.0442,SA,2023-05-24T04:50:47.053796
CUST_00186,Jesse Adkins,codygarcia@example.org,00323651,VIC,2025-01-17T04:56:55.766652
CUST_00187,Robert Johnson,gonzalezdebbie@example.org,5107.0296,VIC,2025-10-06T11:29:02.066880
CUST_00188,Allen Vega,michaelodonnell@example.com,(08) 2099 9347,QLD,2024-07-14T13:42:29.547243
CUST_00189,Amy Ramirez,robertday@example.net,0265787598,VIC,2024-04-06T12:45:51.431429
CUST_00190,Alexander Harper,huangkimberly@example.org,+61793213348,SA,2025-09-30T13:28:22.174154
CUST_00191,Amy Davies,barbaramcgrath@example.com,(03)23955905,SA,2026-02-21T09:35:51.420151
CUST_00192,Kristine Lopez,lweaver@example.com,1039-3087,NSW,2023-04-20T21:26:56.498766
CUST_00193,Christina Anderson,samantharichard@example.com,0292-1851,SA,2024-06-02T11:51:32.364694
CUST_00194,Jennifer Garcia,marcus26@example.net,+61728953926,QLD,2024-03-21T08:03:38.480507
CUST_00195,Bethany Daniel,xrosales@example.net,2959-3917,WA,2023-09-21T05:59:56.284833
CUST_00196,Cynthia Haas,daisymccarty@example.net,+61.457.043.315,NSW,2024-01-26T08:51:18.313842
CUST_00197,Aaron Cruz,acosta@example.com,+61 7 8617 9327,NSW,2023-07-09T21:49:26.705948
CUST_00198,Elizabeth Flores,jonesgeorge@example.com,02-8159-9706,QLD,2026-02-15T19:02:55.323290
CUST_00199,Steve Moore,riveraterri@example.com,0484-443-106,QLD,2025-01-05T15:24:30.800882
CUST_00200,Brittany Ward,qmiller@example.net,+61 473 103 241,VIC,2024-09-20T01:02:51.560881
